file,method,mode,beta,weights,anchor_submission,failed_submission,failed_submissions,scores,spearman_to_anchor,spearman_to_failed,max_spearman_to_failed,spearman_to_utility,mean_rank_delta_to_anchor,warning,spearman_to_failed_1,valid,errors
sub_anti_failed_rank_beta025.csv,anti_failed_extrapolation,rank,0.025,{'sub_calibrated_tail_cli_full.csv': 0.025},sub_ensemble_ranknorm_v005_v010_v012_v015_v017_v018_v019_v020_v021_v022_v023_v024_v025_v026.csv,sub_calibrated_tail_cli_full.csv,['sub_calibrated_tail_cli_full.csv'],{},0.999946333376688,0.9038817941094702,0.9038817941094702,0.9949800619264443,0.002236510844336832,"No OOF score; uses only public-LB feedback geometry. Diagnostic fallback, not first-choice submit.",0.9038817941094702,True,
sub_anti_failed_rank_beta035.csv,anti_failed_extrapolation,rank,0.035,{'sub_calibrated_tail_cli_full.csv': 0.035},sub_ensemble_ranknorm_v005_v010_v012_v015_v017_v018_v019_v020_v021_v022_v023_v024_v025_v026.csv,sub_calibrated_tail_cli_full.csv,['sub_calibrated_tail_cli_full.csv'],{},0.9998950342592803,0.9021203718186595,0.9021203718186595,0.9946302287648026,0.0031296811992530976,"No OOF score; uses only public-LB feedback geometry. Diagnostic fallback, not first-choice submit.",0.9021203718186595,True,
sub_anti_failed_rank_beta045.csv,anti_failed_extrapolation,rank,0.045,{'sub_calibrated_tail_cli_full.csv': 0.045},sub_ensemble_ranknorm_v005_v010_v012_v015_v017_v018_v019_v020_v021_v022_v023_v024_v025_v026.csv,sub_calibrated_tail_cli_full.csv,['sub_calibrated_tail_cli_full.csv'],{},0.9998268249933854,0.9003468124089792,0.9003468124089792,0.994264088677345,0.004022373258567008,"No OOF score; uses only public-LB feedback geometry. Diagnostic fallback, not first-choice submit.",0.9003468124089792,True,
sub_anti_failed_rank_beta055.csv,anti_failed_extrapolation,rank,0.055,{'sub_calibrated_tail_cli_full.csv': 0.055},sub_ensemble_ranknorm_v005_v010_v012_v015_v017_v018_v019_v020_v021_v022_v023_v024_v025_v026.csv,sub_calibrated_tail_cli_full.csv,['sub_calibrated_tail_cli_full.csv'],{},0.9997418128285507,0.8985614763571043,0.8985614763571043,0.9938818289831519,0.004914433865615897,"No OOF score; uses only public-LB feedback geometry. Diagnostic fallback, not first-choice submit.",0.8985614763571043,True,
sub_anti_failed_rank_beta065.csv,anti_failed_extrapolation,rank,0.065,{'sub_calibrated_tail_cli_full.csv': 0.065},sub_ensemble_ranknorm_v005_v010_v012_v015_v017_v018_v019_v020_v021_v022_v023_v024_v025_v026.csv,sub_calibrated_tail_cli_full.csv,['sub_calibrated_tail_cli_full.csv'],{},0.9996401060448091,0.896764599791755,0.896764599791755,0.9934835545164565,0.005805772103593813,"No OOF score; uses only public-LB feedback geometry. Diagnostic fallback, not first-choice submit.",0.896764599791755,True,
