composite,full,tail20,tail10,ts_fold5,w_v032,w_v028,w_v010,w_v017,w_v029,w_v023,spearman_to_first,mean_rank_delta_to_first
0.12336291372776031,0.13585884869098663,0.12397558242082596,0.1177401915192604,0.11988852918148041,0.5432767271995544,0.22881928086280823,0.15994971990585327,0.03267786279320717,0.014022069983184338,0.021254315972328186,0.9082333967811025,0.08954310009723425
0.12336289137601852,0.13587434589862823,0.12397711724042892,0.11773303896188736,0.11988384276628494,0.547229528427124,0.22569163143634796,0.16045254468917847,0.028354236856102943,0.015048795379698277,0.023223239928483963,0.9080758807748055,0.08962554430411837
0.12336282432079315,0.13576461374759674,0.1240069568157196,0.11774536967277527,0.11992045491933823,0.5462498068809509,0.2242785096168518,0.16127093136310577,0.030923781916499138,0.01937936618924141,0.017897622659802437,0.9074002903837176,0.08998142954835837
0.12336276471614838,0.13585592806339264,0.12400875985622406,0.11767879128456116,0.11991465091705322,0.5395867228507996,0.22380100190639496,0.1605420708656311,0.03957905247807503,0.016909733414649963,0.01958143524825573,0.908145564599837,0.08958916955158737
0.12336265295743942,0.13583514094352722,0.12399618327617645,0.11771489679813385,0.11990761756896973,0.5425249934196472,0.2220086008310318,0.16061995923519135,0.035191610455513,0.02194678597152233,0.01770804077386856,0.9079602418449555,0.08969708371909231
0.12336264550685883,0.13566215336322784,0.12407299131155014,0.11770866066217422,0.1199670135974884,0.5436586141586304,0.2232685387134552,0.1602865755558014,0.03916202485561371,0.01903410814702511,0.01459011435508728,0.9067689636474083,0.09027925884496567
0.12336263060569763,0.13585884869098663,0.12400346249341965,0.11767634004354477,0.1199173778295517,0.5394129753112793,0.221996009349823,0.16158923506736755,0.038974981755018234,0.019142521545290947,0.01888427510857582,0.9081178760392548,0.08961741418226186
0.12336260825395584,0.13567444682121277,0.124058298766613,0.11771727353334427,0.11996211111545563,0.5434736013412476,0.22353944182395935,0.16105586290359497,0.03786148130893707,0.019451342523097992,0.01461828127503395,0.9068625515555554,0.0902430629361034
0.12336260080337524,0.13557693362236023,0.12411046028137207,0.11770333349704742,0.11999795585870743,0.5462867021560669,0.22407473623752594,0.16113567352294922,0.038223590701818466,0.01523551531136036,0.015043764375150204,0.9060383364800793,0.09064032036930664
0.12336257845163345,0.13584229350090027,0.12401498854160309,0.11771366000175476,0.11989344656467438,0.5439080595970154,0.2253398895263672,0.15672318637371063,0.03691132366657257,0.017108121886849403,0.020009394735097885,0.908089338315919,0.08958435657682305
0.12336255609989166,0.13591241836547852,0.12399126589298248,0.11767247319221497,0.1198962926864624,0.5414608120918274,0.219610795378685,0.16072703897953033,0.036564040929079056,0.021159270778298378,0.020478058606386185,0.9083679000828611,0.08948617635080987
0.12336255609989166,0.13593581318855286,0.12396644055843353,0.11773020774126053,0.11985587328672409,0.5458177924156189,0.2270089089870453,0.15736612677574158,0.030939003452658653,0.014666425995528698,0.024201761931180954,0.9086563009546951,0.08930448370043177
0.12336251139640808,0.13571526110172272,0.12407130002975464,0.11767100542783737,0.1199641302227974,0.5434962511062622,0.2197524756193161,0.16128714382648468,0.0392618291079998,0.01965448446571827,0.016547812148928642,0.9069477672606743,0.09019507426342895
0.12336251139640808,0.13564088940620422,0.12408158928155899,0.11769620329141617,0.1199827715754509,0.5427331924438477,0.22400519251823425,0.16170842945575714,0.040034327656030655,0.01659667119383812,0.014922188594937325,0.9065951917802988,0.09037335829381014
0.12336249649524689,0.13558246195316315,0.1240890696644783,0.1177535131573677,0.1199708804488182,0.5478748083114624,0.2263050377368927,0.15857435762882233,0.03586657717823982,0.017582537606358528,0.013796694576740265,0.9062587232278763,0.09051845504207222
0.1233624592423439,0.13564500212669373,0.12406269460916519,0.11773122847080231,0.11996603012084961,0.5426060557365417,0.22783207893371582,0.16043101251125336,0.039067625999450684,0.015386915765702724,0.014676308259367943,0.9068130716961144,0.0902566002664865
0.12336242944002151,0.13559941947460175,0.12408478558063507,0.1177697405219078,0.11995186656713486,0.5575175285339355,0.2227017730474472,0.1586010605096817,0.024877160787582397,0.018369393423199654,0.017933102324604988,0.9059060025089118,0.09069234990614895
0.12336241453886032,0.13597406446933746,0.1239607110619545,0.11770861595869064,0.11985231190919876,0.5436738133430481,0.22209909558296204,0.1575307548046112,0.03339140862226486,0.021062012761831284,0.02224290929734707,0.9089013106457331,0.08919269150786338
0.12336240708827972,0.13563433289527893,0.1240907832980156,0.11772320419549942,0.11996167153120041,0.5460513830184937,0.2247675508260727,0.15749067068099976,0.03903587907552719,0.017899589613080025,0.01475493423640728,0.906618974201439,0.09032548828280837
0.12336240708827972,0.13596168160438538,0.12394041568040848,0.117744579911232,0.11984526365995407,0.546960711479187,0.22308647632598877,0.1588028520345688,0.027246857061982155,0.021059783175587654,0.022843332961201668,0.9087350474334184,0.08929280691877946
0.12336239963769913,0.13580594956874847,0.12403420358896255,0.11766264587640762,0.1199391633272171,0.5383387804031372,0.22425691783428192,0.16115324199199677,0.04244544729590416,0.015105615369975567,0.018700024113059044,0.9078142219570562,0.08975476904452286
0.12336239218711853,0.1355685293674469,0.12409574538469315,0.11772114783525467,0.11999785900115967,0.5474308133125305,0.22263121604919434,0.1626315712928772,0.03504692390561104,0.018277909606695175,0.01398154441267252,0.9059202136338459,0.09072260432682168
