composite,full,tail20,tail10,ts_fold5,w_v032,w_v028,w_v010,w_v017,w_v029,w_v023,spearman_to_first,mean_rank_delta_to_first
0.12336238473653793,0.13551509380340576,0.12410681694746017,0.11775597929954529,0.11999715864658356,0.5486798882484436,0.22646132111549377,0.16036395728588104,0.03508732467889786,0.016594011336565018,0.01281349454075098,0.9057246690302376,0.09079861085913346
0.12336237728595734,0.13576991856098175,0.12405823916196823,0.1176779493689537,0.11993502825498581,0.5430748462677002,0.22037456929683685,0.15827380120754242,0.04048850014805794,0.020785203203558922,0.017003098502755165,0.9074548544052818,0.08991672295667896
0.12336236238479614,0.13562363386154175,0.12410663068294525,0.11769404262304306,0.11997944116592407,0.5508997440338135,0.21847742795944214,0.16048693656921387,0.03364824876189232,0.019767453894019127,0.016720181331038475,0.9060642833188296,0.09062581711598815
0.12336236238479614,0.1355251669883728,0.12413402646780014,0.11770524084568024,0.12001202255487442,0.5498967170715332,0.22071824967861176,0.16116510331630707,0.03594044968485832,0.018293585628271103,0.01398591510951519,0.905496027996869,0.09091287909419543
0.12336233258247375,0.13604751229286194,0.12391401827335358,0.11770428717136383,0.1198398694396019,0.5374327898025513,0.22513867914676666,0.1599300354719162,0.035774488002061844,0.019066743552684784,0.022657237946987152,0.9096220348186131,0.08885257666753162
0.12336231768131256,0.13577739894390106,0.12404146045446396,0.11772970855236053,0.11990318447351456,0.549463152885437,0.2232912927865982,0.15586374700069427,0.032931920140981674,0.018840661272406578,0.019609203562140465,0.9074528190083343,0.08989705056402306
0.12336228787899017,0.1358536034822464,0.12400098145008087,0.11768797785043716,0.1199125200510025,0.5406418442726135,0.21956872940063477,0.16105899214744568,0.03779429569840431,0.023672493174672127,0.017263635993003845,0.9080601659639542,0.08965104757909446
0.12336228787899017,0.13565629720687866,0.12406789511442184,0.11771469563245773,0.11996794492006302,0.5430283546447754,0.22275123000144958,0.160625159740448,0.039326705038547516,0.02091239206492901,0.013356166891753674,0.9067681123322856,0.09028814666813129
0.12336225062608719,0.13576070964336395,0.12403590977191925,0.11775027960538864,0.11990101635456085,0.5537248849868774,0.22631846368312836,0.15693575143814087,0.026798982173204422,0.013286394998431206,0.022935498505830765,0.9071866529281519,0.09003054308120476
0.12336224317550659,0.13570040464401245,0.12404341250658035,0.11771618574857712,0.11995551735162735,0.5404484272003174,0.22507068514823914,0.16111357510089874,0.0401509627699852,0.018993383273482323,0.01422296091914177,0.9071932300696595,0.09007981692212091
0.12336219102144241,0.13594378530979156,0.12396053969860077,0.11770697683095932,0.11987022310495377,0.5366308689117432,0.22644689679145813,0.15821823477745056,0.040603604167699814,0.018859758973121643,0.019240640103816986,0.9090538752058844,0.08912150119266454
0.12336219102144241,0.13587544858455658,0.12400522828102112,0.1176518127322197,0.11992313712835312,0.5387012958526611,0.22179314494132996,0.1628783941268921,0.03942137211561203,0.016595270484685898,0.020610539242625237,0.9081455293006904,0.08960785060737184
0.12336218357086182,0.13556775450706482,0.12405934929847717,0.11782034486532211,0.1199476569890976,0.5562247633934021,0.22975477576255798,0.15916743874549866,0.023381555452942848,0.014245414175093174,0.017226053401827812,0.9059590227234157,0.09067341701414228
0.12336217612028122,0.13557295501232147,0.1241140216588974,0.11773901432752609,0.11997152119874954,0.5504133701324463,0.22392189502716064,0.1567344069480896,0.0360441692173481,0.018515199422836304,0.014370963908731937,0.9060678654623971,0.09059297750411024
0.12336216866970062,0.13571403920650482,0.12403017282485962,0.11773546040058136,0.11994131654500961,0.5427112579345703,0.22383704781532288,0.1606508046388626,0.03690677136182785,0.021773962303996086,0.014120148494839668,0.9072364010857061,0.09006136890453312
0.12336215376853943,0.13589289784431458,0.12399031966924667,0.11769459396600723,0.11989104002714157,0.5372376441955566,0.22941219806671143,0.15825489163398743,0.04179736226797104,0.012538965791463852,0.02075895480811596,0.9086760953840394,0.08929690141118643
0.12336211651563644,0.13575366139411926,0.12403825670480728,0.1176709309220314,0.1199599951505661,0.5389547944068909,0.22332242131233215,0.16355492174625397,0.0406506285071373,0.016358578577637672,0.017158638685941696,0.9073808827829283,0.08999879589565354
0.12336210906505585,0.13577967882156372,0.12404922395944595,0.11767292767763138,0.11993741989135742,0.5397586822509766,0.2204778790473938,0.158925861120224,0.04327832907438278,0.02208360657095909,0.015475633554160595,0.90764835262909,0.08982966750160062
0.12336206436157227,0.13565362989902496,0.12407473474740982,0.11768888682126999,0.11998335272073746,0.5458261370658875,0.21924443542957306,0.1637154221534729,0.035385604947805405,0.020235633477568626,0.015592806041240692,0.9063978756174894,0.09049612479714382
0.12336206436157227,0.1357959806919098,0.12402146309614182,0.11768364161252975,0.11993616819381714,0.5363600254058838,0.2239214926958084,0.16092614829540253,0.04377564415335655,0.01959732547402382,0.015419396571815014,0.9079185119983588,0.08971363349176192
0.12336204946041107,0.13551558554172516,0.12408946454524994,0.11780250817537308,0.11997261643409729,0.5523324012756348,0.2324485182762146,0.15856511890888214,0.030059844255447388,0.011026670224964619,0.015567462891340256,0.9058038839969369,0.09073746076824411
0.12336204200983047,0.1356479823589325,0.1240777000784874,0.1177242323756218,0.11995954811573029,0.5511813759803772,0.22851824760437012,0.1605282723903656,0.030467845499515533,0.007571169640868902,0.0217331200838089,0.9063902906556544,0.09044708438806412
0.12336203455924988,0.13574129343032837,0.1240498349070549,0.11769426614046097,0.11994355171918869,0.5455180406570435,0.21695248782634735,0.16063950955867767,0.035924457013607025,0.02558046579360962,0.01538504846394062,0.9070962593506822,0.09012937108634785
0.12336203455924988,0.13605205714702606,0.12390292435884476,0.11770983785390854,0.11983878165483475,0.5396245718002319,0.2275160551071167,0.16172583401203156,0.03138059750199318,0.01386226061731577,0.025890696793794632,0.9095278540255618,0.08890834447350715
0.12336203455924988,0.13561950623989105,0.12408845126628876,0.1177549958229065,0.11994769424200058,0.5591219067573547,0.22133098542690277,0.1585167646408081,0.023623749613761902,0.017651215195655823,0.019755365327000618,0.9059059865383384,0.09068677892966621
0.12336203455924988,0.1359138786792755,0.12392918765544891,0.11775464564561844,0.11987073719501495,0.5410425662994385,0.23043373227119446,0.16200782358646393,0.03074220009148121,0.013925466686487198,0.021848205476999283,0.908699530406228,0.08933412488213789
0.12336203455924988,0.13588839769363403,0.1239800900220871,0.11767379939556122,0.1199139803647995,0.5374460220336914,0.22532464563846588,0.16361726820468903,0.0383121632039547,0.014283358119428158,0.021016547456383705,0.908366222642284,0.08950549812783225
0.12336203455924988,0.13552740216255188,0.12408263981342316,0.11778095364570618,0.11998511105775833,0.5530753135681152,0.2244277447462082,0.16203224658966064,0.02753474935889244,0.019061608240008354,0.013868343085050583,0.9055870334092341,0.09089046330858266
