group,models,alpha,full,tail20,tail10,tail5,ts_fold5,composite,spearman_to_anchor,spearman_to_failed,mean_rank_delta_to_anchor
safe,v016+v017+v031+v032,0.21,0.14045563340187073,0.11551933735609055,0.10992011427879333,0.15195639431476593,0.11551933735609055,0.12954449281096458,0.9941914192276431,0.9382773817668572,0.023246604949235916
safe,v016+v017+v031+v032,0.2,0.14032131433486938,0.11531666666269302,0.10981732606887817,0.1518157422542572,0.11531666666269302,0.1293937645852566,0.9947523167769272,0.9370334598030827,0.022113118320703506
safe,v016+v017+v031+v032,0.19,0.14017949998378754,0.11511256545782089,0.10971333086490631,0.15167377889156342,0.11511256545782089,0.12923892214894295,0.9952827367162436,0.935769073985811,0.020982345566153526
safe,v016+v017+v031+v032,0.18,0.14003029465675354,0.11490700393915176,0.10960816591978073,0.15153054893016815,0.11490700393915176,0.12908001355826854,0.995783041382852,0.9344843979531173,0.019854336977005005
safe,v016+v017+v031+v032,0.15,0.13953882455825806,0.11428170651197433,0.10928552597761154,0.15109318494796753,0.11428170651197433,0.1285791303962469,0.9971064690166962,0.9305116625697796,0.01648605242371559
