candidate,coverage,full,tail50,tail30,tail20,tail10,ts_fold1,ts_fold2,ts_fold3,ts_fold4,ts_fold5,composite
ensemble_conservative_kfold_v017_v023_v028_v029_v031_v032_v010,0.8333269948239732,0.14159927746011872,0.1366947831435213,0.14310279383764327,0.12097374924998319,0.1155589021151013,0.210649870442648,0.09269986643946677,0.13765289196712618,0.16482736746137905,0.11726937308096033,0.12244861144913183
v032,1.0,0.13074398841392335,0.11680489610270638,0.13236227339521836,0.12584764005738835,0.11399831305138945,0.15958159084312207,0.06975128820553501,0.10091460304794121,0.13209615805166072,0.11924263014623,0.12155282450829022
v017,1.0,0.13330342983407248,0.13136139370282,0.14652092476486006,0.12001532376867378,0.10454145121400667,0.16039494398709575,0.07050941980738726,0.12719053820204282,0.1624313315902574,0.11426274096106155,0.11679107286042247
v031,1.0,0.11903919035543059,0.11867808769425744,0.1345686743950049,0.11538522774869793,0.10365480415763756,0.14717749771070732,0.0639261357339801,0.11926898475869742,0.1478615705954575,0.1071477647294132,0.11030030231552973
v028,0.8333269948239732,0.12415177496089239,0.12272226996844869,0.11975393479719781,0.1030835261221487,0.11034154623670385,0.1766261517997257,0.09872739426724095,0.13404532354360618,0.14163721091929155,0.10146924353141354,0.10854668201177892
v029,0.8333269948239732,0.12994600001219006,0.12311408109475357,0.12002801641201163,0.10136877480255371,0.10590502602431327,0.19464919987954807,0.09791560205345756,0.14585909125612045,0.13812461826991346,0.09974048726229962,0.10764838201083193
v023,0.8333269948239732,0.13497744189844943,0.12531204201047383,0.11781138983278781,0.09997503472132807,0.09597756854891588,0.17480462200865532,0.0955438712254135,0.1579255875285384,0.1316089158500167,0.0966688548301827,0.10481898665174842
v010,0.8333269948239732,0.07665324725366068,0.08180028305662118,0.10136124127375946,0.08238039949490572,0.06845392704248471,0.12330363534730694,0.056007516237847624,0.020608854201090966,0.12037641915044603,0.08368025103281079,0.07820829897181823
