composite,full,tail20,tail10,ts_fold5,w_v032,w_v028,w_v017,w_v010,w_v029,w_v023,w_v031,w_v018,spearman_to_first,mean_rank_delta
0.12329808548077931,0.13695702912472135,0.12367762409471465,0.11716114104328161,0.11965962736020484,0.4604310723408831,0.19551330515069945,0.11738984046241145,0.1577015764745518,0.05896529949404161,0.009998906077412648,0.0,0.0,0.917627376914243,0.0847113412229299
0.12329749900858536,0.13620571152124492,0.12382876477893377,0.11743103286156326,0.11980813009473942,0.5065500266231604,0.18286530465272416,0.06525142504692098,0.1659995479654238,0.07559763204567636,0.0,0.0037360636660943632,0.0,0.9113729618352523,0.08811431201263854
0.12329740569333007,0.1353643188469142,0.12412209024158828,0.11728074815315762,0.12022839096382908,0.4908383848388923,0.2176297062288147,0.09214088309825692,0.18950243917411366,0.00988858665992247,0.0,0.0,0.0,0.9054967920653315,0.09116288537486471
0.12329682184639135,0.13642690351237624,0.12392463162410196,0.11701617189553568,0.11992134812917651,0.48966084212077,0.2069423501631313,0.08965771013674759,0.17891971678861934,0.0,0.03481938079073182,0.0,0.0,0.9119572019722635,0.08772181022091245
0.12329634745816255,0.13634844469411053,0.12372162893211747,0.11735679109526159,0.11983752845457588,0.481570274808064,0.20117443655910994,0.08384677866516213,0.17653453751632234,0.05495669195537148,0.0,0.0,0.0019172804959700115,0.9129702101554313,0.08736903969278652
0.12329619352721233,0.13655427970608744,0.12368460649515647,0.11721358740937557,0.11984291267034189,0.4778431320015842,0.19189517224012323,0.08224103591045004,0.1861554342518349,0.04919712628232148,0.01266809931368602,0.0,0.0,0.9136717317945522,0.08708252100306815
0.12329610978039807,0.1365539474152069,0.12361979429212089,0.11746253464945887,0.11970207936162224,0.4882922021736638,0.19299248353971019,0.07356006368237349,0.16844270624713156,0.07662690406620898,0.0,0.0,8.564029091201704e-05,0.9145352249048648,0.08653427341961886
0.12329591089714141,0.1368320753427076,0.12372923941949009,0.1171664408352403,0.11969153638826223,0.45254175652291634,0.21557324755746804,0.1305582394907282,0.15398679916543948,0.03611526640809688,0.011224690855351103,0.0,0.0,0.917309485507154,0.08479383879562666
0.1232957788847791,0.13624260973475205,0.1238016605919263,0.117668372218819,0.11962809075639629,0.5181676478402384,0.20765246433008044,0.06789221293842275,0.13594220311007557,0.07034547178118285,0.0,0.0,0.0,0.9127417831813043,0.08717010428418902
0.12329548841113551,0.13538616468721046,0.12433813011461413,0.11720616085747132,0.12014025496115072,0.48859826687788815,0.22842337978879834,0.13005660627860263,0.15292174705471084,0.0,0.0,0.0,0.0,0.9065256186605681,0.09020134170951871
0.12329511896822422,0.13681408609774875,0.12359828683753586,0.11739335145465102,0.11961230433572728,0.45525921613674514,0.2558935629247636,0.11476267419222136,0.15253064278197842,0.0,0.021553903964291445,0.0,0.0,0.9181870902754856,0.08430642633945618
0.12329445237200307,0.13616158742648574,0.12416797122492486,0.11700738526056292,0.11993341236165775,0.4987743268770927,0.19710211751590137,0.11055041653167187,0.15350098341039078,0.016731946009271494,0.022918021213153963,0.0004221884425177654,0.0,0.9102457803848071,0.0883557576711154
0.12329442238478104,0.13709550912150978,0.12372245783516053,0.1169953123597661,0.11966285972430125,0.4706084556988512,0.21718357205321145,0.10673562034691367,0.16202769099712772,0.0,0.04344466090389602,0.0,0.0,0.9176198906592173,0.0846215976536585
0.12329431069193283,0.13644639883959347,0.12382902925606283,0.11712953073209828,0.11987669254221998,0.4599736,0.1947968,0.1206354,0.1713368,0.0532574,0.0,0.0,0.0,0.9139479296897854,0.08673840606790857
0.123294263485547,0.13722982437374825,0.12343638165560489,0.11732807647820767,0.1195114376003556,0.46614859077381177,0.19595944153814462,0.09125400234870841,0.16185292488563754,0.0717698457046084,0.013015194749089173,0.0,0.0,0.9196604609222454,0.08374836432899409
0.12329416084894733,0.13751119327033737,0.1234233620551057,0.11745970928881112,0.11926377846187408,0.5070727196824647,0.20137662134639597,0.05909085376998161,0.13356147501226875,0.05977015267584782,0.039128177513041255,0.0,0.0,0.920793122259135,0.0829130216981439
0.1232938993632961,0.13595074102124582,0.12370907782447293,0.11756222687576585,0.11991822535774538,0.4926293635196785,0.2180214735830839,0.061941819971189124,0.18680539482212866,0.040601948103919726,0.0,0.0,0.0,0.910218997555373,0.08891162702518833
0.12329354250250522,0.1377912648109487,0.12320272927637045,0.11751156599623737,0.11919100624566303,0.4721063054575927,0.230051124730812,0.07815979342907015,0.13960763916809107,0.04216493953652809,0.03791019767790594,0.0,0.0,0.9241957302702065,0.08109654155423777
0.12329353040639474,0.13654707513291342,0.12365609780683118,0.11739991739204493,0.11972261848695594,0.45555798204959713,0.22819233004906997,0.11543717845577167,0.16071977406995314,0.04009273537560812,0.0,0.0,0.0,0.916113298750088,0.08554575681140442
0.12329344293429753,0.13626455561885156,0.1237846423056801,0.11757007325005596,0.1196888143910777,0.489057648877426,0.22373439075971158,0.09037607056118635,0.14489749591970794,0.04819844806218042,0.0,0.003735945819787866,0.0,0.9137586868081162,0.08666907655350807
0.12329300692502453,0.13607046467510145,0.12402988213400216,0.11712392779622235,0.11997701604042343,0.48551527970547564,0.18692320061803736,0.10008709171774853,0.17127579189154096,0.04484301696381246,0.005639878727198895,0.0057157403761861885,0.0,0.9103229961942872,0.08857206293868918
0.12329296933978712,0.13639962187026833,0.12369241091415156,0.11758250076899615,0.11965410740186888,0.5102904035553293,0.2086728907132843,0.060851934549999674,0.15266894508911305,0.06255539663361144,0.0,0.0,0.004960429458662124,0.9134677704311841,0.08691893512258024
0.12329266490229904,0.1356682464481758,0.12428074541257847,0.11696563031920883,0.12017559700098851,0.487012206199561,0.1882876713231359,0.12208197976969476,0.17204313224518428,0.027698860833523558,0.002876149628900481,0.0,0.0,0.906922508886912,0.09019351595752878
0.12329244166160679,0.13631868362190167,0.12365197954265396,0.11742472551688653,0.11983465042706865,0.475823698194843,0.2081817337931828,0.08188559125303334,0.1815853707918126,0.05252360596712823,0.0,0.0,0.0,0.9131401702364204,0.08735340762218052
0.12329193479079928,0.1375391431255059,0.12326615166164263,0.11730422603702899,0.11944234092603526,0.44462652230167804,0.24638116320439185,0.09730629785796431,0.16874023686524664,0.003185186740213419,0.03976059303050573,0.0,0.0,0.922695299550214,0.08206039797753846
