candidate,full,tail50,tail30,tail20,tail10,ts_fold1,ts_fold2,ts_fold3,ts_fold4,ts_fold5,composite,submission
v017_single,0.13330342983407248,0.13136139370282,0.14652092476486006,0.12001532376867378,0.10454145121400667,0.16039494398709575,0.07050941980738726,0.12719053820204282,0.1624313315902574,0.11426274096106155,0.11679107286042247,sub_calibrated_v017_single.csv
stable_020_017_023_010,0.14277466663363705,0.13611530472964575,0.13529323132215487,0.11125686692099056,0.10618178921365562,0.20172297632268354,0.09216538225243125,0.15663950714440406,0.15856678761617324,0.10791489425751805,0.11512196700447073,sub_calibrated_stable_020_017_023_010.csv
stable_020_017_023,0.14076002647582084,0.13387214769734085,0.13139870907645163,0.10935340332072901,0.1048748173241048,0.19183237878232265,0.08967159327905015,0.1615103912281441,0.15090021240797424,0.1054282560573037,0.11314127991039245,sub_calibrated_stable_020_017_023.csv
v020_single,0.12797847596740516,0.12096575353582872,0.11061168482900105,0.09470442321850406,0.09890219703186298,0.17244187000180441,0.08326530050609732,0.16055952996577302,0.1287027290134411,0.09199491306774872,0.10146034866885964,sub_calibrated_v020_single.csv
